date,ticker
2015-03-31,083660
2015-03-31,078940
2015-03-31,051780
2015-04-30,215100
2015-04-30,053870
2015-04-30,080440
2015-04-30,019570
2015-04-30,078780
2015-04-30,073570
2015-04-30,215090
2015-04-30,207930
2015-04-30,214150
2015-04-30,208350
2015-04-30,208370
2015-04-30,028040
2015-04-30,214270
2015-04-30,204620
2015-04-30,042940
2015-04-30,030270
2015-04-30,214680
2015-04-30,096870
2015-04-30,074150
2015-04-30,001140
2015-04-30,066430
2015-04-30,101400
2015-04-30,205100
2015-04-30,050320
2015-04-30,011230
2015-04-30,051160
2015-04-30,056000
2015-04-30,083660
2015-04-30,065500
2015-04-30,184230
2015-04-30,010580
2015-04-30,001770
2015-04-30,013720
2015-04-30,053060
2015-04-30,086830
2015-04-30,095300
2015-04-30,109960
2015-04-30,134060
2015-04-30,025870
2015-04-30,200350
2015-04-30,121850
2015-04-30,007530
2015-04-30,045300
2015-04-30,039670
2015-04-30,096040
2015-04-30,093640
2015-04-30,079810
2015-04-30,045340
2015-04-30,033790
2015-04-30,066350
2015-05-29,053870
2015-05-29,215100
2015-05-29,080440
2015-05-29,019570
2015-05-29,215480
2015-05-29,078780
2015-05-29,214680
2015-05-29,042940
2015-05-29,215380
2015-05-29,215090
2015-05-29,215580
2015-05-29,028040
2015-05-29,214150
2015-05-29,074150
2015-05-29,208350
2015-05-29,208710
2015-05-29,073570
2015-05-29,204440
2015-05-29,214270
2015-05-29,204620
2015-05-29,215750
2015-05-29,030270
2015-05-29,096870
2015-05-29,204650
2015-05-29,141070
2015-05-29,215790
2015-05-29,051160
2015-05-29,065500
2015-05-29,011230
2015-05-29,066430
2015-05-29,086830
2015-05-29,053060
2015-05-29,094860
2015-05-29,013720
2015-05-29,094940
2015-05-29,184230
2015-05-29,056000
2015-05-29,010580
2015-05-29,001770
2015-05-29,043910
2015-05-29,101400
2015-05-29,093640
2015-05-29,096040
2015-05-29,007530
2015-05-29,045300
2015-05-29,045340
2015-05-29,025870
2015-05-29,074610
2015-05-29,001420
2015-05-29,033790
2015-06-30,208870
2015-06-30,218150
2015-06-30,019570
2015-06-30,215480
2015-06-30,214680
2015-06-30,053870
2015-06-30,219580
2015-06-30,217500
2015-06-30,080440
2015-06-30,217810
2015-06-30,217270
2015-06-30,042940
2015-06-30,215380
2015-06-30,215090
2015-06-30,208370
2015-06-30,215580
2015-06-30,021880
2015-06-30,214150
2015-06-30,028040
2015-06-30,206400
2015-06-30,208350
2015-06-30,204440
2015-06-30,074150
2015-06-30,215750
2015-06-30,214270
2015-06-30,204620
2015-06-30,218410
2015-06-30,217600
2015-06-30,215790
2015-06-30,217620
2015-06-30,011230
2015-06-30,060230
2015-06-30,013720
2015-06-30,096040
2015-06-30,096870
2015-06-30,074610
2015-06-30,094860
2015-06-30,069140
2015-06-30,039670
2015-06-30,053060
2015-06-30,043910
2015-06-30,033250
2015-06-30,083660
2015-06-30,204630
2015-06-30,001140
2015-06-30,044180
2015-06-30,033790
2015-06-30,099410
2015-06-30,058450
2015-06-30,134060
2015-07-31,218150
2015-07-31,208870
2015-07-31,215480
2015-07-31,019570
2015-07-31,073570
2015-07-31,214680
2015-07-31,053870
2015-07-31,204840
2015-07-31,220260
2015-07-31,080440
2015-07-31,215380
2015-07-31,215090
2015-07-31,217270
2015-07-31,042940
2015-07-31,048870
2015-07-31,208370
2015-07-31,215580
2015-07-31,208350
2015-07-31,219550
2015-07-31,214270
2015-07-31,021880
2015-07-31,204620
2015-07-31,219960
2015-07-31,217600
2015-07-31,219860
2015-07-31,051160
2015-07-31,218410
2015-07-31,218710
2015-07-31,028040
2015-07-31,060230
2015-07-31,043910
2015-07-31,198440
2015-07-31,217620
2015-07-31,096870
2015-07-31,011230
2015-07-31,045340
2015-07-31,083660
2015-07-31,215790
2015-07-31,007530
2015-07-31,056000
2015-07-31,001140
2015-07-31,074150
2015-07-31,101400
2015-07-31,096040
2015-07-31,134060
2015-07-31,094940
2015-07-31,045300
