date,turnover_bucket,signal,rank_ic_12m,n
2011-05-31,4,ret_1m,0.11726391923902467,326
2011-05-31,4,ret_6m,-0.1083026195154577,326
2011-05-31,5,ret_1m,-0.08282593210793616,327
2011-05-31,5,ret_6m,0.018302635606983076,327
2011-06-30,1,ret_1m,-0.03454467860219595,328
2011-06-30,1,ret_6m,0.017726915502596186,328
2011-06-30,2,ret_1m,-0.1211714986016796,328
2011-06-30,2,ret_6m,-0.1240475695153216,328
2011-06-30,3,ret_1m,-0.10946370407384726,327
2011-06-30,3,ret_6m,-0.08827496857612302,327
2011-06-30,4,ret_1m,-0.03417541681442848,328
2011-06-30,4,ret_6m,-0.09823158659349346,328
2011-06-30,5,ret_1m,0.014754475639620972,328
2011-06-30,5,ret_6m,0.033346261536137595,328
2011-07-29,1,ret_1m,-0.03533300991350475,330
2011-07-29,1,ret_6m,-0.07421897761497744,330
2011-07-29,2,ret_1m,0.07864019132766238,329
2011-07-29,2,ret_6m,0.04208597932372347,329
2011-07-29,3,ret_1m,-0.035753077185398593,330
2011-07-29,3,ret_6m,-0.06653357136328006,330
2011-07-29,4,ret_1m,-0.013166790210103077,329
2011-07-29,4,ret_6m,-0.018126892798752986,329
