date,path,return,holdings,banned_share
2018-02-28,contract,0.0019315886240906137,26,0.24862155388471177
2018-02-28,expand,0.0025320796915196063,15,0.4145363408521303
2018-03-30,contract,0.03044053884231525,24,0.24750499001996007
2018-03-30,expand,0.03797437256238708,14,0.4126746506986028
2018-04-30,contract,-0.00850168529096413,27,0.24676616915422886
2018-04-30,expand,0.0007312520162694458,16,0.4109452736318408
2018-05-31,contract,-0.03346556006815056,25,0.2456661713719663
2018-05-31,expand,-0.032015700639172744,17,0.4091134224863794
2018-06-29,contract,-0.0031463820662882944,23,0.24542305789213262
2018-06-29,expand,0.024419474205104718,12,0.4087085601187531
2018-07-31,contract,-0.004781490959089381,27,0.245069033530572
2018-07-31,expand,0.005307387209863176,17,0.40828402366863903
2018-08-31,contract,0.0154494003287878,30,0.24411764705882352
2018-08-31,expand,0.020237275691699887,22,0.4068627450980392
2018-09-28,contract,-0.12944061783421945,27,0.24619164619164619
2018-09-28,expand,-0.10359797299012066,19,0.4098280098280098
2018-10-31,contract,0.04037967652685263,23,0.2463199214916585
2018-10-31,expand,0.036927445734836896,16,0.4102060843964671
2018-11-30,contract,-0.02834995832050668,28,0.246078431372549
2018-11-30,expand,-0.027650040300797284,23,0.40980392156862744
2018-12-28,contract,0.06092783983266129,29,0.24791768740813327
2018-12-28,expand,0.06607518682592818,22,0.4130328270455659
2019-01-31,contract,0.005759185031174501,29,0.2501223690651003
2019-01-31,expand,0.00739209483077927,27,0.4170337738619677
2019-02-28,contract,-0.0184541366931358,26,0.24963361016121152
2019-02-28,expand,-0.021399923711452558,25,0.41621885686370297
2019-03-29,contract,0.02984173633315049,26,0.2487852283770651
2019-03-29,expand,0.021930166292526004,21,0.4139941690962099
2019-04-30,contract,-0.04858958645659873,24,0.24866956942428642
2019-04-30,expand,-0.04935001817292388,20,0.4141267537493953
2019-05-31,contract,0.0573115999426207,25,0.24830917874396136
2019-05-31,expand,0.061374075824426506,22,0.41352657004830917
2019-06-28,contract,-0.03412606580066506,26,0.24831568816169394
2019-06-28,expand,-0.038031213139341366,23,0.41337824831568815
2019-07-31,contract,-0.0387772431064613,28,0.2467780429594272
2019-07-31,expand,-0.03831549686219152,22,0.4109785202863962
2019-08-30,contract,0.014072865847095955,25,0.24492685228881547
